Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Screen_pixels,PPI,TotalStorageGB,CPU_series
Asus,VivoBook S15,Ultrabook,15.6,16,Windows 10,1.5,1262.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce MX150,2202.9071700822983,141.21199808219862,1280,Core i7
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1379.0,Quad HD+,3200,1800,1,0,0,Intel,2.4,Core i7 7560U,256,0,SSD,No,Intel,Iris Plus Graphics 640,3671.5119501371637,276.053530085501,256,Core i7
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1399.0,Full HD,1920,1080,1,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
HP,Probook 440,Notebook,14.0,4,Windows 10,1.63,722.0,Standard,1366,768,0,1,0,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,1567.0928498337296,111.93520355955211,500,Core i5
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.21,1629.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.26,1398.99,Full HD,1920,1080,1,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
HP,Probook 440,Notebook,14.0,8,Windows 10,1.63,1084.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,157.3505121487356,512,Core i7
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,1130.33,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,1280,Core i7
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.0,564.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 920MX,2202.9071700822983,127.33567457123111,1024,Core i3
Asus,VivoBook S15,Notebook,15.6,8,Windows 10,1.7,1118.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,256,Core i7
Acer,Spin 3,Notebook,15.6,6,Windows 10,2.1,479.0,Full HD,1920,1080,1,1,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,1024,Core i3
MSI,GS63VR 7RG,Gaming,15.6,16,Windows 10,1.8,2241.5,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,141.21199808219862,2304,Core i7
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,629.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,256,Core i5
HP,Probook 470,Notebook,17.3,16,Windows 10,2.5,1271.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 930MX ,2202.9071700822983,127.33567457123111,512,Core i7
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,451.0,Standard,1366,768,0,0,0,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,1567.0928498337296,100.45466986113651,256,A9
HP,250 G6,Notebook,15.6,4,No OS,1.86,259.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,1567.0928498337296,100.45466986113651,500,N3060
HP,Probook 440,Notebook,14.0,8,Windows 10,1.63,812.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,2202.9071700822983,157.3505121487356,1024,Core i5
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,4,Windows 10 S,1.65,277.99,Standard,1366,768,0,0,0,AMD,1.5,E-Series 6110,64,0,SSD,No,AMD,Radeon R2,1567.0928498337296,111.93520355955211,64,Series 6110
Dell,Inspiron 5770,Notebook,17.3,16,Windows 10,2.8,1396.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,2202.9071700822983,127.33567457123111,2304,Core i7
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.5,928.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,127.33567457123111,256,Core i5
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,638.99,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,1567.0928498337296,100.45466986113651,1024,Core i5
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.2,449.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,2202.9071700822983,141.21199808219862,1024,Core i3
Acer,Swift 3,Ultrabook,14.0,8,Windows 10,1.6,884.0,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
Acer,Aspire A515-51G-37JS,Notebook,15.6,4,Windows 10,2.2,572.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i3 7130U,256,0,SSD,No,Nvidia,GeForce MX130,2202.9071700822983,141.21199808219862,256,Core i3
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,8,Windows 10,2.05,598.0,Standard,1366,768,0,0,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i7
HP,Probook 440,Notebook,14.0,8,Windows 10,1.63,988.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,252.36,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1567.0928498337296,100.45466986113651,1024,N3350
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,8,Windows 10,3.0,938.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1152,Core i5
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,499.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,2202.9071700822983,141.21199808219862,1024,Core i5
HP,Envy 13-AD007nv,Notebook,13.3,4,Windows 10,1.32,699.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
Acer,Aspire 5,Notebook,17.3,4,Windows 10,3.0,655.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i3 7130U,1024,0,HDD,No,Nvidia,GeForce MX130,2202.9071700822983,127.33567457123111,1024,Core i3
Lenovo,ThinkPad E480,Notebook,14.0,8,Windows 10,1.75,1116.02,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon RX 550,2202.9071700822983,157.3505121487356,256,Core i5
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,869.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050M,2202.9071700822983,141.21199808219862,256,Core i7
Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,602.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,500,Core i5
HP,255 G6,Notebook,15.6,4,Windows 10,1.86,369.0,Standard,1366,768,0,0,0,AMD,2.5,A6-Series 9220,256,0,SSD,No,AMD,Radeon R4 Graphics,1567.0928498337296,100.45466986113651,256,A6
Asus,ZenBook UX430UA,Ultrabook,14.0,8,Windows 10,1.25,1099.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i7
HP,EliteBook Folio,Ultrabook,12.5,8,Windows 10,0.97,2014.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,4405.814340164597,352.4651472131677,512,M 6
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.0,344.0,Full HD,1920,1080,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,2202.9071700822983,141.21199808219862,1024,N3350
MSI,GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,2029.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,2202.9071700822983,127.33567457123111,1280,Core i7
Acer,Aspire A315-51,Notebook,15.6,4,Windows 10,2.1,447.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,1024,Core i3
Dell,Inspiron 5577,Gaming,15.6,16,Windows 10,2.56,1249.26,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,512,Core i7
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,899.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1024,Core i7
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.9,498.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,128,Core i5
MSI,GE73VR 7RE,Gaming,17.3,16,Windows 10,2.8,1890.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,2202.9071700822983,127.33567457123111,1280,Core i7
HP,EliteBook 840,Ultrabook,14.0,4,Windows 10,1.48,1082.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i5 7500U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,6,Windows 10,1.91,619.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,4,Windows 10,1.74,629.0,Full HD,1920,1080,1,1,0,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i3
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1315.0,Full HD,1920,1080,1,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Windows 10,1.56,1049.0,Full HD,1920,1080,1,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i7
Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,447.0,Standard,1366,768,0,0,0,Intel,2.2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,500,Core i3
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.03,403.0,Standard,1366,768,0,0,0,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420,1567.0928498337296,100.45466986113651,1024,A9
Acer,Aspire A517-51G,Notebook,17.3,4,Windows 10,3.0,805.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,2202.9071700822983,127.33567457123111,256,Core i5
Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.13,728.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,2202.9071700822983,141.21199808219862,256,Core i5
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.5,1079.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,2202.9071700822983,141.21199808219862,256,Core i7
Acer,Aspire A315-31,Notebook,15.6,4,Windows 10,2.1,348.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1567.0928498337296,100.45466986113651,1024,N3350
MSI,GE63VR 7RE,Gaming,15.6,16,Windows 10,2.4,1799.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,2202.9071700822983,141.21199808219862,1280,Core i7
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,363.51,Standard,1366,768,0,0,0,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,1567.0928498337296,100.45466986113651,1024,N4200
Dell,Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,1060.49,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1152,Core i7
Acer,Aspire A517-51G,Notebook,17.3,8,Windows 10,3.0,854.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,2202.9071700822983,127.33567457123111,256,Core i5
HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,754.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,500,Core i5
Huawei,MateBook X,Ultrabook,13.0,8,Windows 10,1.05,1349.0,Full HD,2160,1440,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2595.9969183340722,199.69207064108247,256,Core i5
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.71,699.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,2048,0,HDD,No,AMD,Radeon 520,2202.9071700822983,127.33567457123111,2048,Core i5
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,No OS,2.2,309.0,Standard,1366,768,0,0,0,AMD,2.9,A6-Series 9220,500,0,HDD,No,AMD,Radeon R4 Graphics,1567.0928498337296,100.45466986113651,500,A6
Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.0,489.0,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,500,Core i3
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.5,923.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 930MX,2202.9071700822983,127.33567457123111,256,Core i5
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.3,459.0,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i3
Acer,Aspire A315-51,Notebook,15.6,4,Windows 10,2.1,449.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,128,Core i3
MSI,GT80S 6QF-074US,Gaming,18.4,32,Windows 10,4.4,2799.0,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 6920HQ,512,1024,SSD,HDD,Nvidia,GTX 980 SLI,2202.9071700822983,119.7232157653423,1536,Core i7
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,8,Windows 10,1.9,813.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,R17M-M1-70,2202.9071700822983,141.21199808219862,1152,Core i5
HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,1499.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,4405.814340164597,331.2642361026012,256,Core i5
Dell,Inspiron 5570,Notebook,15.6,16,Linux,2.02,1049.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,2202.9071700822983,141.21199808219862,2304,Core i7
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1399.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i5
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,1849.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,4405.814340164597,316.96506044349616,512,Core i7
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.0,793.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,128,Core i5
Xiaomi,Mi Notebook,Notebook,15.6,8,No OS,1.95,1199.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,2202.9071700822983,141.21199808219862,256,Core i5
Dell,Inspiron 7773,Notebook,17.3,16,Windows 10,2.77,1549.0,Full HD,1920,1080,1,0,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 150MX,2202.9071700822983,127.33567457123111,512,Core i7
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2397.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,4405.814340164597,282.42399616439724,512,Core i7
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,779.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,256,Core i5
Acer,Swift 7,Ultrabook,13.3,8,Windows 10,1.12,989.0,Full HD,1920,1080,0,1,0,Intel,1.2,Core i5 7Y54,256,0,SSD,No,Intel,HD Graphics 615,2202.9071700822983,165.6321180513006,256,Core i5
Dell,Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1085.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,2202.9071700822983,127.33567457123111,1152,Core i7
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,16,Windows 10,1.42,2824.0,Standard,2560,1440,1,0,0,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,2937.2095601097312,209.8006828649808,1024,Core i7
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4,Windows 10,1.3,260.0,Full HD,1920,1080,0,1,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,2202.9071700822983,157.3505121487356,32,N3350
Xiaomi,Mi Notebook,Ultrabook,13.3,8,No OS,1.3,999.9,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce MX150,2202.9071700822983,165.6321180513006,256,Core i5
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,No OS,2.8,698.0,Standard,1600,900,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,1835.7559750685818,106.11306214269258,256,Core i5
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,839.0,Full HD,1920,1080,1,1,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,1024,Core i7
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.5,914.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce 930MX,2202.9071700822983,127.33567457123111,1024,Core i5
Razer,Blade Pro,Gaming,17.3,32,Windows 10,3.49,6099.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.9,Core i7 7820HK,1024,0,SSD,No,Nvidia,GeForce GTX 1080,4405.814340164597,254.67134914246222,1024,Core i7
HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,959.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,512,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,512,Core i5
HP,Omen 17-W295,Gaming,17.3,16,Windows 10,3.35,1379.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1280,Core i7
HP,Probook 470,Notebook,17.3,8,Windows 10,2.5,1045.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX ,2202.9071700822983,127.33567457123111,256,Core i7
Dell,Inspiron 7577,Gaming,15.6,16,Windows 10,2.65,1845.0,4K Ultra HD,3840,2160,0,1,0,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,4405.814340164597,282.42399616439724,1536,Core i7
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,493.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,1567.0928498337296,100.45466986113651,128,Core i5
Acer,Aspire E5-576G,Notebook,15.6,8,Windows 10,2.23,742.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,2202.9071700822983,141.21199808219862,1024,Core i7
Lenovo,Legion Y720-15IKB,Gaming,15.6,16,Windows 10,3.2,1749.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,2202.9071700822983,141.21199808219862,1536,Core i7
Dell,Precision 7520,Workstation,15.6,16,Windows 10,2.8,3055.0,4K Ultra HD,3840,2160,0,0,0,Intel,3.0,Xeon E3-1505M V6,256,1024,SSD,HDD,Nvidia,Quadro M1200,4405.814340164597,282.42399616439724,1280,E3
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,No OS,2.4,1398.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,2202.9071700822983,141.21199808219862,512,Core i7
Dell,Inspiron 3567,Notebook,15.6,6,Windows 10,2.3,439.0,Standard,1366,768,1,0,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,1024,Core i3
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.21,1949.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,4405.814340164597,331.2642361026012,256,Core i7
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1449.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,256,Core i7
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,Windows 10,2.2,597.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1567.0928498337296,100.45466986113651,256,Core i5
Acer,Aspire 7,Notebook,15.6,8,Linux,2.4,779.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,2202.9071700822983,141.21199808219862,1024,Core i7
Asus,ROG GL703VD-GC028T,Gaming,17.3,16,Windows 10,2.9,1407.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,2202.9071700822983,127.33567457123111,1280,Core i7
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,4,No OS,2.1,349.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,2202.9071700822983,141.21199808219862,500,Core i3
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,549.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,2202.9071700822983,141.21199808219862,256,Core i5
Huawei,MateBook X,Ultrabook,13.0,8,Windows 10,1.05,1499.0,Full HD,2160,1440,0,1,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,2595.9969183340722,199.69207064108247,512,Core i7
Dell,Inspiron 5370,Ultrabook,13.3,8,Windows 10,1.4,931.88,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon 530,2202.9071700822983,165.6321180513006,256,Core i7
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8,No OS,2.8,589.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce GTX 940MX,1835.7559750685818,106.11306214269258,1024,Core i5
HP,Probook 440,Notebook,14.0,8,Windows 10,1.63,1031.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX,2202.9071700822983,157.3505121487356,256,Core i7
Dell,Latitude 5490,Ultrabook,14.0,8,Windows 10,1.6,1149.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,157.3505121487356,256,Core i5
Dell,Inspiron 5379,2 in 1 Convertible,13.3,16,Windows 10,1.62,1279.0,Full HD,1920,1080,1,0,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,2202.9071700822983,165.6321180513006,512,Core i7
